u_id,User_Type,Date,Battery_Status_1,Battery_Status_2,week,frac_charge,frac_discharge,health_status
1502,1,2018-01-01,1,20,1,0.047619047619047616,0.9523809523809523,3.0
1502,1,2018-01-08,1,167,2,0.005952380952380952,0.9940476190476191,3.0
1502,1,2018-01-15,2,166,3,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-01-22,1,167,4,0.005952380952380952,0.9940476190476191,3.0
1502,1,2018-01-29,2,166,5,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-02-05,1,167,6,0.005952380952380952,0.9940476190476191,3.0
1502,1,2018-02-12,2,166,7,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-02-19,1,167,8,0.005952380952380952,0.9940476190476191,3.0
1502,1,2018-02-26,2,166,9,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-03-05,1,167,10,0.005952380952380952,0.9940476190476191,3.0
1502,1,2018-03-12,2,166,11,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-03-19,2,166,12,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-03-26,1,167,13,0.005952380952380952,0.9940476190476191,3.0
1502,1,2018-04-02,2,166,14,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-04-09,1,167,15,0.005952380952380952,0.9940476190476191,3.0
1502,1,2018-04-16,2,166,16,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-04-23,2,166,17,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-04-30,1,167,18,0.005952380952380952,0.9940476190476191,3.0
1502,1,2018-05-07,2,166,19,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-05-14,2,166,20,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-05-21,2,166,21,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-05-28,2,166,22,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-06-04,1,167,23,0.005952380952380952,0.9940476190476191,3.0
1502,1,2018-06-11,2,166,24,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-06-18,2,166,25,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-06-25,2,166,26,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-07-02,2,166,27,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-07-09,2,166,28,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-07-16,2,166,29,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-07-23,2,166,30,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-07-30,2,166,31,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-08-06,3,165,32,0.017857142857142856,0.9821428571428571,3.0
1502,1,2018-08-13,2,166,33,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-08-20,2,166,34,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-08-27,2,166,35,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-09-03,3,165,36,0.017857142857142856,0.9821428571428571,3.0
1502,1,2018-09-10,3,165,37,0.017857142857142856,0.9821428571428571,3.0
1502,1,2018-09-17,2,166,38,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-09-24,5,163,39,0.02976190476190476,0.9702380952380952,3.0
1502,1,2018-10-01,2,166,40,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-10-08,2,166,41,0.011904761904761904,0.9880952380952381,3.0
1502,1,2018-10-15,6,162,42,0.03571428571428571,0.9642857142857143,3.0
1502,1,2018-10-22,4,164,43,0.023809523809523808,0.9761904761904762,3.0
1502,1,2018-10-29,4,164,44,0.023809523809523808,0.9761904761904762,3.0
1502,1,2018-11-05,3,165,45,0.017857142857142856,0.9821428571428571,3.0
1502,1,2018-11-12,5,163,46,0.02976190476190476,0.9702380952380952,3.0
1502,1,2018-11-19,4,164,47,0.023809523809523808,0.9761904761904762,3.0
1502,1,2018-11-26,5,163,48,0.02976190476190476,0.9702380952380952,3.0
1502,1,2018-12-03,4,164,49,0.023809523809523808,0.9761904761904762,3.0
1502,1,2018-12-10,5,163,50,0.02976190476190476,0.9702380952380952,3.0
1502,1,2018-12-17,6,162,51,0.03571428571428571,0.9642857142857143,3.0
1502,1,2018-12-24,4,164,52,0.023809523809523808,0.9761904761904762,3.0
1502,1,2018-12-31,6,162,1,0.03571428571428571,0.9642857142857143,3.0
1502,1,2019-01-07,0,20,2,0.0,1.0,3.0
1503,2,2018-01-01,1,20,1,0.047619047619047616,0.9523809523809523,3.0
1503,2,2018-01-08,3,165,2,0.017857142857142856,0.9821428571428571,3.0
1503,2,2018-01-15,2,166,3,0.011904761904761904,0.9880952380952381,3.0
1503,2,2018-01-22,4,164,4,0.023809523809523808,0.9761904761904762,3.0
1503,2,2018-01-29,3,165,5,0.017857142857142856,0.9821428571428571,3.0
1503,2,2018-02-05,3,165,6,0.017857142857142856,0.9821428571428571,3.0
1503,2,2018-02-12,3,165,7,0.017857142857142856,0.9821428571428571,3.0
1503,2,2018-02-19,3,165,8,0.017857142857142856,0.9821428571428571,3.0
