u_id,User_Type,Date,Battery_Status_1,Battery_Status_2,week,frac_charge,frac_discharge,health_status
1507,1,2018-01-01,0,21,1,0.0,1.0,3.0
1507,1,2018-01-08,6,162,2,0.03571428571428571,0.9642857142857143,3.0
1507,1,2018-01-15,6,162,3,0.03571428571428571,0.9642857142857143,3.0
1507,1,2018-01-22,7,161,4,0.041666666666666664,0.9583333333333334,3.0
1507,1,2018-01-29,6,162,5,0.03571428571428571,0.9642857142857143,3.0
1507,1,2018-02-05,5,163,6,0.02976190476190476,0.9702380952380952,3.0
1507,1,2018-02-12,5,163,7,0.02976190476190476,0.9702380952380952,3.0
1507,1,2018-02-19,6,162,8,0.03571428571428571,0.9642857142857143,3.0
1507,1,2018-02-26,7,161,9,0.041666666666666664,0.9583333333333334,3.0
1507,1,2018-03-05,6,162,10,0.03571428571428571,0.9642857142857143,3.0
1507,1,2018-03-12,6,162,11,0.03571428571428571,0.9642857142857143,3.0
1507,1,2018-03-19,7,161,12,0.041666666666666664,0.9583333333333334,3.0
1507,1,2018-03-26,6,162,13,0.03571428571428571,0.9642857142857143,3.0
1507,1,2018-04-02,8,160,14,0.047619047619047616,0.9523809523809523,3.0
1507,1,2018-04-09,6,162,15,0.03571428571428571,0.9642857142857143,3.0
1507,1,2018-04-16,7,161,16,0.041666666666666664,0.9583333333333334,3.0
1507,1,2018-04-23,7,161,17,0.041666666666666664,0.9583333333333334,3.0
1507,1,2018-04-30,6,162,18,0.03571428571428571,0.9642857142857143,3.0
1507,1,2018-05-07,8,160,19,0.047619047619047616,0.9523809523809523,3.0
1507,1,2018-05-14,8,160,20,0.047619047619047616,0.9523809523809523,3.0
1507,1,2018-05-21,9,159,21,0.05357142857142857,0.9464285714285714,3.0
1507,1,2018-05-28,8,160,22,0.047619047619047616,0.9523809523809523,3.0
1507,1,2018-06-04,9,159,23,0.05357142857142857,0.9464285714285714,3.0
1507,1,2018-06-11,9,159,24,0.05357142857142857,0.9464285714285714,3.0
1507,1,2018-06-18,10,158,25,0.05952380952380952,0.9404761904761905,3.0
1507,1,2018-06-25,10,158,26,0.05952380952380952,0.9404761904761905,3.0
1507,1,2018-07-02,8,160,27,0.047619047619047616,0.9523809523809523,3.0
1507,1,2018-07-09,14,154,28,0.08333333333333333,0.9166666666666666,3.0
1507,1,2018-07-16,11,157,29,0.06547619047619048,0.9345238095238095,3.0
1507,1,2018-07-23,13,155,30,0.07738095238095238,0.9226190476190477,3.0
1507,1,2018-07-30,11,157,31,0.06547619047619048,0.9345238095238095,3.0
1507,1,2018-08-06,13,155,32,0.07738095238095238,0.9226190476190477,3.0
1507,1,2018-08-13,14,154,33,0.08333333333333333,0.9166666666666666,3.0
1507,1,2018-08-20,13,155,34,0.07738095238095238,0.9226190476190477,3.0
1507,1,2018-08-27,14,154,35,0.08333333333333333,0.9166666666666666,3.0
1507,1,2018-09-03,16,152,36,0.09523809523809523,0.9047619047619048,3.0
1507,1,2018-09-10,14,154,37,0.08333333333333333,0.9166666666666666,3.0
1507,1,2018-09-17,17,151,38,0.10119047619047619,0.8988095238095238,3.0
1507,1,2018-09-24,17,151,39,0.10119047619047619,0.8988095238095238,3.0
1507,1,2018-10-01,19,149,40,0.1130952380952381,0.8869047619047619,3.0
1507,1,2018-10-08,19,149,41,0.1130952380952381,0.8869047619047619,3.0
1507,1,2018-10-15,20,148,42,0.11904761904761904,0.8809523809523809,3.0
1507,1,2018-10-22,20,148,43,0.11904761904761904,0.8809523809523809,3.0
1507,1,2018-10-29,21,147,44,0.125,0.875,3.0
1507,1,2018-11-05,26,142,45,0.15476190476190477,0.8452380952380952,3.0
1507,1,2018-11-12,20,148,46,0.11904761904761904,0.8809523809523809,3.0
1507,1,2018-11-19,28,140,47,0.16666666666666666,0.8333333333333334,3.0
1507,1,2018-11-26,25,143,48,0.1488095238095238,0.8511904761904762,3.0
1507,1,2018-12-03,28,140,49,0.16666666666666666,0.8333333333333334,3.0
1507,1,2018-12-10,33,135,50,0.19642857142857142,0.8035714285714286,3.0
1507,1,2018-12-17,31,137,51,0.18452380952380953,0.8154761904761905,3.0
1507,1,2018-12-24,36,132,52,0.21428571428571427,0.7857142857142857,3.0
1507,1,2018-12-31,35,133,1,0.20833333333333334,0.7916666666666666,3.0
1507,1,2019-01-07,2,18,2,0.1,0.9,3.0
1509,3,2018-01-01,2,19,1,0.09523809523809523,0.9047619047619048,3.0
1509,3,2018-01-08,20,148,2,0.11904761904761904,0.8809523809523809,3.0
1509,3,2018-01-15,20,148,3,0.11904761904761904,0.8809523809523809,3.0
1509,3,2018-01-22,22,146,4,0.13095238095238096,0.8690476190476191,3.0
1509,3,2018-01-29,23,145,5,0.13690476190476192,0.8630952380952381,3.0
1509,3,2018-02-05,25,143,6,0.1488095238095238,0.8511904761904762,3.0
1509,3,2018-02-12,29,139,7,0.17261904761904762,0.8273809523809523,3.0
1509,3,2018-02-19,30,138,8,0.17857142857142858,0.8214285714285714,3.0
1509,3,2018-02-26,34,134,9,0.20238095238095238,0.7976190476190477,3.0
1509,3,2018-03-05,37,131,10,0.22023809523809523,0.7797619047619048,3.0
1509,3,2018-03-12,40,128,11,0.23809523809523808,0.7619047619047619,3.0
1509,3,2018-03-19,45,123,12,0.26785714285714285,0.7321428571428571,3.0
1509,3,2018-03-26,50,118,13,0.2976190476190476,0.7023809523809523,3.0
1509,3,2018-04-02,52,116,14,0.30952380952380953,0.6904761904761905,3.0
1509,3,2018-04-09,60,108,15,0.35714285714285715,0.6428571428571429,3.0
1509,3,2018-04-16,65,103,16,0.3869047619047619,0.6130952380952381,3.0
1509,3,2018-04-23,72,96,17,0.42857142857142855,0.5714285714285714,2.0
1509,3,2018-04-30,78,90,18,0.4642857142857143,0.5357142857142857,2.0
1509,3,2018-05-07,83,85,19,0.49404761904761907,0.5059523809523809,2.0
1509,3,2018-05-14,89,79,20,0.5297619047619048,0.47023809523809523,2.0
1509,3,2018-05-21,96,72,21,0.5714285714285714,0.42857142857142855,2.0
1509,3,2018-05-28,128,40,22,0.7619047619047619,0.23809523809523808,1.0
1509,3,2018-06-04,162,6,23,0.9642857142857143,0.03571428571428571,1.0
1509,3,2018-06-11,162,6,24,0.9642857142857143,0.03571428571428571,1.0
1509,3,2018-06-18,163,5,25,0.9702380952380952,0.02976190476190476,1.0
