u_id,User_Type,Date,Battery_Status_1,Battery_Status_2,week,frac_charge,frac_discharge,health_status
1501,2,2018-01-01,2,19,1,0.09523809523809523,0.9047619047619048,3.0
1501,2,2018-01-08,8,160,2,0.047619047619047616,0.9523809523809523,3.0
1501,2,2018-01-15,9,159,3,0.05357142857142857,0.9464285714285714,3.0
1501,2,2018-01-22,8,160,4,0.047619047619047616,0.9523809523809523,3.0
1501,2,2018-01-29,10,158,5,0.05952380952380952,0.9404761904761905,3.0
1501,2,2018-02-05,10,158,6,0.05952380952380952,0.9404761904761905,3.0
1501,2,2018-02-12,11,157,7,0.06547619047619048,0.9345238095238095,3.0
1501,2,2018-02-19,12,156,8,0.07142857142857142,0.9285714285714286,3.0
1501,2,2018-02-26,13,155,9,0.07738095238095238,0.9226190476190477,3.0
1501,2,2018-03-05,16,152,10,0.09523809523809523,0.9047619047619048,3.0
1501,2,2018-03-12,16,152,11,0.09523809523809523,0.9047619047619048,3.0
1501,2,2018-03-19,16,152,12,0.09523809523809523,0.9047619047619048,3.0
1501,2,2018-03-26,22,146,13,0.13095238095238096,0.8690476190476191,3.0
1501,2,2018-04-02,24,144,14,0.14285714285714285,0.8571428571428571,3.0
1501,2,2018-04-09,24,144,15,0.14285714285714285,0.8571428571428571,3.0
1501,2,2018-04-16,29,139,16,0.17261904761904762,0.8273809523809523,3.0
1501,2,2018-04-23,33,135,17,0.19642857142857142,0.8035714285714286,3.0
1501,2,2018-04-30,38,130,18,0.2261904761904762,0.7738095238095238,3.0
1501,2,2018-05-07,43,125,19,0.25595238095238093,0.7440476190476191,3.0
1501,2,2018-05-14,52,116,20,0.30952380952380953,0.6904761904761905,3.0
1501,2,2018-05-21,53,115,21,0.31547619047619047,0.6845238095238095,3.0
1501,2,2018-05-28,64,104,22,0.38095238095238093,0.6190476190476191,3.0
1501,2,2018-06-04,72,96,23,0.42857142857142855,0.5714285714285714,2.0
1501,2,2018-06-11,81,87,24,0.48214285714285715,0.5178571428571429,2.0
1501,2,2018-06-18,87,81,25,0.5178571428571429,0.48214285714285715,2.0
1501,2,2018-06-25,100,68,26,0.5952380952380952,0.40476190476190477,2.0
1501,2,2018-07-02,106,62,27,0.6309523809523809,0.36904761904761907,2.0
1501,2,2018-07-09,115,53,28,0.6845238095238095,0.31547619047619047,2.0
1501,2,2018-07-16,121,47,29,0.7202380952380952,0.27976190476190477,1.0
1501,2,2018-07-23,127,41,30,0.7559523809523809,0.24404761904761904,1.0
1501,2,2018-07-30,133,35,31,0.7916666666666666,0.20833333333333334,1.0
1501,2,2018-08-06,134,34,32,0.7976190476190477,0.20238095238095238,1.0
1501,2,2018-08-13,140,28,33,0.8333333333333334,0.16666666666666666,1.0
1501,2,2018-08-20,144,24,34,0.8571428571428571,0.14285714285714285,1.0
1501,2,2018-08-27,147,21,35,0.875,0.125,1.0
1501,2,2018-09-03,148,20,36,0.8809523809523809,0.11904761904761904,1.0
1501,2,2018-09-10,151,17,37,0.8988095238095238,0.10119047619047619,1.0
1501,2,2018-09-17,152,16,38,0.9047619047619048,0.09523809523809523,1.0
1501,2,2018-09-24,156,12,39,0.9285714285714286,0.07142857142857142,1.0
1501,2,2018-10-01,154,14,40,0.9166666666666666,0.08333333333333333,1.0
1501,2,2018-10-08,156,12,41,0.9285714285714286,0.07142857142857142,1.0
1501,2,2018-10-15,157,11,42,0.9345238095238095,0.06547619047619048,1.0
1501,2,2018-10-22,158,10,43,0.9404761904761905,0.05952380952380952,1.0
1501,2,2018-10-29,160,8,44,0.9523809523809523,0.047619047619047616,1.0
1501,2,2018-11-05,158,10,45,0.9404761904761905,0.05952380952380952,1.0
1501,2,2018-11-12,160,8,46,0.9523809523809523,0.047619047619047616,1.0
1501,2,2018-11-19,160,8,47,0.9523809523809523,0.047619047619047616,1.0
1501,2,2018-11-26,160,8,48,0.9523809523809523,0.047619047619047616,1.0
1501,2,2018-12-03,161,7,49,0.9583333333333334,0.041666666666666664,1.0
1501,2,2018-12-10,162,6,50,0.9642857142857143,0.03571428571428571,1.0
1501,2,2018-12-17,161,7,51,0.9583333333333334,0.041666666666666664,1.0
1501,2,2018-12-24,163,5,52,0.9702380952380952,0.02976190476190476,1.0
1501,2,2018-12-31,163,5,1,0.9702380952380952,0.02976190476190476,1.0
1501,2,2019-01-07,20,0,2,1.0,0.0,
1504,2,2018-01-01,2,19,1,0.09523809523809523,0.9047619047619048,3.0
1504,2,2018-01-08,8,160,2,0.047619047619047616,0.9523809523809523,3.0
1504,2,2018-01-15,7,161,3,0.041666666666666664,0.9583333333333334,3.0
1504,2,2018-01-22,10,158,4,0.05952380952380952,0.9404761904761905,3.0
1504,2,2018-01-29,10,158,5,0.05952380952380952,0.9404761904761905,3.0
1504,2,2018-02-05,11,157,6,0.06547619047619048,0.9345238095238095,3.0
1504,2,2018-02-12,10,158,7,0.05952380952380952,0.9404761904761905,3.0
1504,2,2018-02-19,10,158,8,0.05952380952380952,0.9404761904761905,3.0
1504,2,2018-02-26,13,155,9,0.07738095238095238,0.9226190476190477,3.0
1504,2,2018-03-05,15,153,10,0.08928571428571429,0.9107142857142857,3.0
1504,2,2018-03-12,16,152,11,0.09523809523809523,0.9047619047619048,3.0
1504,2,2018-03-19,17,151,12,0.10119047619047619,0.8988095238095238,3.0
1504,2,2018-03-26,20,148,13,0.11904761904761904,0.8809523809523809,3.0
1504,2,2018-04-02,24,144,14,0.14285714285714285,0.8571428571428571,3.0
1504,2,2018-04-09,27,141,15,0.16071428571428573,0.8392857142857143,3.0
1504,2,2018-04-16,28,140,16,0.16666666666666666,0.8333333333333334,3.0
1504,2,2018-04-23,33,135,17,0.19642857142857142,0.8035714285714286,3.0
1504,2,2018-04-30,37,131,18,0.22023809523809523,0.7797619047619048,3.0
1504,2,2018-05-07,43,125,19,0.25595238095238093,0.7440476190476191,3.0
1504,2,2018-05-14,50,118,20,0.2976190476190476,0.7023809523809523,3.0
1504,2,2018-05-21,57,111,21,0.3392857142857143,0.6607142857142857,3.0
1504,2,2018-05-28,66,102,22,0.39285714285714285,0.6071428571428571,3.0
1504,2,2018-06-04,70,98,23,0.4166666666666667,0.5833333333333334,2.0
1504,2,2018-06-11,82,86,24,0.4880952380952381,0.5119047619047619,2.0
1504,2,2018-06-18,91,77,25,0.5416666666666666,0.4583333333333333,2.0
1504,2,2018-06-25,99,69,26,0.5892857142857143,0.4107142857142857,2.0
1504,2,2018-07-02,105,63,27,0.625,0.375,2.0
1504,2,2018-07-09,115,53,28,0.6845238095238095,0.31547619047619047,2.0
1504,2,2018-07-16,122,46,29,0.7261904761904762,0.27380952380952384,1.0
1504,2,2018-07-23,126,42,30,0.75,0.25,1.0
1504,2,2018-07-30,135,33,31,0.8035714285714286,0.19642857142857142,1.0
1504,2,2018-08-06,136,32,32,0.8095238095238095,0.19047619047619047,1.0
1504,2,2018-08-13,140,28,33,0.8333333333333334,0.16666666666666666,1.0
1504,2,2018-08-20,144,24,34,0.8571428571428571,0.14285714285714285,1.0
1504,2,2018-08-27,148,20,35,0.8809523809523809,0.11904761904761904,1.0
1504,2,2018-09-03,149,19,36,0.8869047619047619,0.1130952380952381,1.0
1504,2,2018-09-10,149,19,37,0.8869047619047619,0.1130952380952381,1.0
1504,2,2018-09-17,152,16,38,0.9047619047619048,0.09523809523809523,1.0
1504,2,2018-09-24,156,12,39,0.9285714285714286,0.07142857142857142,1.0
1504,2,2018-10-01,154,14,40,0.9166666666666666,0.08333333333333333,1.0
1504,2,2018-10-08,158,10,41,0.9404761904761905,0.05952380952380952,1.0
1504,2,2018-10-15,158,10,42,0.9404761904761905,0.05952380952380952,1.0
1504,2,2018-10-22,158,10,43,0.9404761904761905,0.05952380952380952,1.0
1504,2,2018-10-29,158,10,44,0.9404761904761905,0.05952380952380952,1.0
1504,2,2018-11-05,160,8,45,0.9523809523809523,0.047619047619047616,1.0
1504,2,2018-11-12,160,8,46,0.9523809523809523,0.047619047619047616,1.0
1504,2,2018-11-19,161,7,47,0.9583333333333334,0.041666666666666664,1.0
1504,2,2018-11-26,160,8,48,0.9523809523809523,0.047619047619047616,1.0
1504,2,2018-12-03,160,8,49,0.9523809523809523,0.047619047619047616,1.0
1504,2,2018-12-10,163,5,50,0.9702380952380952,0.02976190476190476,1.0
1504,2,2018-12-17,161,7,51,0.9583333333333334,0.041666666666666664,1.0
1504,2,2018-12-24,163,5,52,0.9702380952380952,0.02976190476190476,1.0
1504,2,2018-12-31,163,5,1,0.9702380952380952,0.02976190476190476,1.0
1504,2,2019-01-07,20,0,2,1.0,0.0,
1505,1,2018-01-01,0,21,1,0.0,1.0,3.0
1505,1,2018-01-08,6,162,2,0.03571428571428571,0.9642857142857143,3.0
1505,1,2018-01-15,4,164,3,0.023809523809523808,0.9761904761904762,3.0
1505,1,2018-01-22,3,165,4,0.017857142857142856,0.9821428571428571,3.0
1505,1,2018-01-29,4,164,5,0.023809523809523808,0.9761904761904762,3.0
1505,1,2018-02-05,5,163,6,0.02976190476190476,0.9702380952380952,3.0
1505,1,2018-02-12,6,162,7,0.03571428571428571,0.9642857142857143,3.0
1505,1,2018-02-19,4,164,8,0.023809523809523808,0.9761904761904762,3.0
1505,1,2018-02-26,4,164,9,0.023809523809523808,0.9761904761904762,3.0
1505,1,2018-03-05,6,162,10,0.03571428571428571,0.9642857142857143,3.0
1505,1,2018-03-12,6,162,11,0.03571428571428571,0.9642857142857143,3.0
1505,1,2018-03-19,6,162,12,0.03571428571428571,0.9642857142857143,3.0
1505,1,2018-03-26,4,164,13,0.023809523809523808,0.9761904761904762,3.0
1505,1,2018-04-02,6,162,14,0.03571428571428571,0.9642857142857143,3.0
1505,1,2018-04-09,6,162,15,0.03571428571428571,0.9642857142857143,3.0
1505,1,2018-04-16,6,162,16,0.03571428571428571,0.9642857142857143,3.0
1505,1,2018-04-23,10,158,17,0.05952380952380952,0.9404761904761905,3.0
1505,1,2018-04-30,7,161,18,0.041666666666666664,0.9583333333333334,3.0
1505,1,2018-05-07,8,160,19,0.047619047619047616,0.9523809523809523,3.0
1505,1,2018-05-14,9,159,20,0.05357142857142857,0.9464285714285714,3.0
1505,1,2018-05-21,11,157,21,0.06547619047619048,0.9345238095238095,3.0
1505,1,2018-05-28,8,160,22,0.047619047619047616,0.9523809523809523,3.0
1505,1,2018-06-04,12,156,23,0.07142857142857142,0.9285714285714286,3.0
1505,1,2018-06-11,11,157,24,0.06547619047619048,0.9345238095238095,3.0
1505,1,2018-06-18,13,155,25,0.07738095238095238,0.9226190476190477,3.0
1505,1,2018-06-25,13,155,26,0.07738095238095238,0.9226190476190477,3.0
1505,1,2018-07-02,13,155,27,0.07738095238095238,0.9226190476190477,3.0
1505,1,2018-07-09,18,150,28,0.10714285714285714,0.8928571428571429,3.0
1505,1,2018-07-16,15,153,29,0.08928571428571429,0.9107142857142857,3.0
1505,1,2018-07-23,18,150,30,0.10714285714285714,0.8928571428571429,3.0
1505,1,2018-07-30,19,149,31,0.1130952380952381,0.8869047619047619,3.0
1505,1,2018-08-06,23,145,32,0.13690476190476192,0.8630952380952381,3.0
1505,1,2018-08-13,24,144,33,0.14285714285714285,0.8571428571428571,3.0
